year,id,lnCI,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,Carbon-peaking pressure,EI,CI_ratio,d1,d2
year	id	lnCI	education	major	tenure	age	hometown	Structure	Open	TI	PGDP2	PGDP	Fixed	FD	UR	pilot	rank	turnover	Carbon-peaking pressure	EI	CI_ratio	d1	d2

2009,85,11,1,61,9,92,10,10,0,51,0,1,0,0,1736,0,1,0
2010,85,11,1,64,9,94,10,10,0,53,0,0,1,0,1871,0,1,1
2011,85,11,1,67,9,94,10,10,0,54,0,0,0,0,2230,0,1,1
2012,85,11,1,62,10,94,10,10,0,55,0,0,0,0,2558,0,1,0
2013,85,11,1,60,10,94,10,10,0,57,0,0,1,0,2556,0,1,1
2014,85,11,1,59,10,94,10,10,0,59,0,0,0,0,2661,0,1,0
2015,85,11,1,55,10,94,10,11,0,61,0,0,0,0,2831,0,1,1
2016,85,11,1,55,10,94,10,11,0,63,0,0,0,0,3104,0,1,0
2017,85,11,1,53,10,94,10,11,0,64,1,0,0,0,10796,0,1,0
2018,85,11,1,58,11,95,10,10,0,66,1,0,1,0,11423,0,1,1
2019,85,11,1,65,11,95,10,10,0,67,1,0,1,0,11630,0,1,1
2000,86,11,1,18,5,86,9,9,0,40,0,0,0,0,,,0,0
2001,86,10,1,17,5,86,9,9,0,42,0,0,1,0,,0,0,0
2002,86,11,1,18,5,86,9,9,0,44,0,1,0,0,,0,0,1
2003,86,11,1,22,6,86,9,10,0,46,0,1,0,0,,0,1,1
2004,86,11,1,25,6,87,9,10,0,48,0,1,1,0,,0,0,0
2005,86,11,1,29,7,88,9,10,0,47,0,1,1,0,,0,1,0
2006,86,11,1,31,7,88,9,10,0,48,0,1,0,0,1835,0,1,1
2007,86,11,1,35,8,89,9,10,0,49,0,1,0,0,2023,0,1,0
2008,86,11,1,37,8,90,9,10,0,50,0,1,0,0,2163,0,1,1
2009,86,11,1,28,9,90,10,10,0,51,0,1,0,0,2156,0,1,1
2010,86,11,1,33,9,91,10,10,0,53,0,1,0,0,2358,0,1,0
2011,86,11,1,35,9,91,10,10,0,53,0,0,0,0,2574,0,1,0
2012,86,11,1,31,9,92,10,10,0,55,0,0,1,0,2806,0,1,1
2013,86,11,1,30,9,92,10,10,0,56,0,0,0,0,3001,0,1,0
2014,86,11,1,29,10,92,10,10,0,57,0,0,0,0,3115,0,1,0
2015,86,11,1,30,10,91,10,10,0,59,0,0,1,0,3409,0,1,0
2016,86,11,1,30,10,91,10,10,0,61,0,0,0,0,3859,0,1,1
2017,86,11,1,29,10,91,10,10,0,62,0,0,1,0,9144,0,1,1
2018,86,11,1,32,10,92,10,10,0,63,0,0,1,0,9811,0,1,0
2019,86,11,1,30,10,92,10,10,0,65,0,0,0,0,10448,0,1,0
2000,87,10,1,19,6,90,10,10,0,19,0,0,0,0,,,0,1
2001,87,10,1,26,6,90,9,10,0,20,0,0,1,0,,0,0,0
2002,87,10,1,36,7,90,9,10,0,21,0,0,0,0,,0,0,0
2003,87,10,1,48,7,90,10,10,0,52,0,0,0,0,,0,0,1
2004,87,10,1,57,7,91,10,10,0,54,0,0,1,0,,0,0,1
2005,87,11,1,58,8,92,10,10,0,55,0,0,0,0,,0,0,1
2006,87,11,1,64,8,92,10,10,0,56,0,0,0,0,1300,0,0,1
2007,87,11,1,70,9,93,10,10,0,57,0,0,0,0,983,0,0,0
2008,87,11,1,72,9,93,10,10,0,57,0,0,1,0,995,0,0,1
2009,87,11,1,58,9,93,10,10,0,58,0,0,0,0,1052,0,1,0
2010,87,11,1,64,9,94,10,10,0,52,0,0,0,0,1160,0,1,1
2011,87,11,1,63,9,95,10,10,0,52,0,0,0,0,1093,0,0,0
2012,87,11,1,55,10,95,10,10,0,53,0,0,0,0,1184,0,0,1
2013,87,11,1,51,10,95,10,11,0,53,0,0,1,0,4568,0,0,1
2014,87,11,1,50,10,95,10,11,0,62,0,0,0,0,5112,0,0,0
2015,87,11,1,44,11,94,10,11,0,63,0,0,1,0,5489,0,0,1
2016,87,11,1,41,11,94,10,11,0,64,0,0,0,0,5883,0,0,0
2017,87,11,0,38,11,94,10,11,0,66,0,0,0,0,8416,0,0,1
2018,87,11,0,43,11,94,10,11,0,67,0,0,1,0,9583,0,0,0
2019,87,11,0,48,10,94,10,11,0,68,0,0,0,0,9757,0,0,1
2000,88,10,1,12,7,84,9,10,0,45,0,0,0,0,,,0,1
2001,88,10,1,15,7,84,9,10,0,49,0,0,0,0,,0,0,1
2002,88,10,1,19,7,84,9,10,0,40,0,0,1,0,,0,0,1
2003,88,11,1,28,8,85,9,10,0,55,0,0,0,0,,0,0,0
2004,88,11,1,33,8,86,9,10,0,57,0,0,1,0,,0,0,1
2005,88,11,1,36,8,86,9,10,0,56,0,0,1,0,,0,0,0
2006,88,11,1,39,8,86,9,10,0,57,0,0,0,0,684,0,1,1
2007,88,11,1,39,9,87,9,10,0,58,0,0,0,0,755,0,1,0
2008,88,11,1,38,9,87,9,10,0,58,0,0,0,0,776,0,1,0
2009,88,11,1,36,9,86,9,10,0,58,0,0,0,0,848,0,1,0
2010,88,11,1,42,9,87,9,10,0,59,0,0,0,0,926,0,1,0
2011,88,11,0,43,9,88,9,10,0,60,0,0,0,0,990,0,1,0
2012,88,11,0,53,10,88,9,10,0,61,0,0,1,0,1081,0,1,1
2013,88,11,0,70,10,88,9,10,0,62,0,0,1,0,1259,0,1,1
2014,88,11,0,79,10,88,9,10,0,63,0,0,0,0,1283,0,1,1
2015,88,11,0,92,10,88,9,10,0,64,0,0,0,0,1359,0,1,1
2016,88,11,0,90,10,88,9,10,0,66,0,0,1,0,1539,0,1,0
2017,88,11,0,83,10,87,9,10,0,67,1,0,0,0,7810,0,1,0
2018,88,11,0,92,10,88,9,10,0,68,1,0,1,0,8499,0,1,1
2019,88,11,0,93,11,88,9,10,0,69,1,0,0,0,8903,0,1,0
2000,89,11,0,7,4,74,9,8,0,30,0,0,0,0,,,0,1
2001,89,11,0,6,5,74,9,9,0,27,0,0,0,0,,0,0,0
2002,89,11,0,6,5,74,9,9,0,27,0,0,1,0,,0,0,0
2003,89,11,0,8,4,75,9,9,0,30,0,1,0,0,,0,0,1
2004,89,11,0,10,5,75,9,9,0,31,0,1,1,0,,0,0,0
2005,89,11,0,10,5,76,9,9,0,36,0,1,0,0,,0,1,1
2006,89,11,0,13,6,76,9,9,0,39,0,1,0,0,3257,0,1,1
2007,89,11,1,16,6,77,9,9,0,40,0,1,0,0,3507,0,1,0
2008,89,11,1,16,7,78,9,9,0,41,0,0,1,0,3617,0,1,0
2009,89,11,1,13,7,77,9,9,0,41,0,0,0,0,3768,0,1,1
2010,89,11,1,17,7,78,9,9,0,44,0,0,0,0,3944,0,1,0
2011,89,11,1,19,7,80,9,9,0,45,0,0,1,0,4010,0,1,1
2012,89,11,1,20,8,79,9,9,0,47,0,0,1,0,4515,0,1,1
2013,89,11,0,22,8,79,9,9,0,48,0,0,0,0,4905,0,1,0
2014,89,11,0,25,8,78,9,9,0,49,0,0,0,0,5141,0,1,1
2015,89,11,0,25,8,78,9,10,0,50,0,0,0,0,5915,0,1,1
2016,89,11,0,24,9,78,9,10,0,54,0,0,0,0,6390,0,1,0
2017,89,11,0,27,9,78,9,10,0,56,1,0,0,0,11681,0,1,1
2018,89,11,0,25,9,79,9,10,0,58,1,0,1,0,12692,0,1,1
2019,89,11,0,24,9,79,9,10,0,60,1,0,0,0,13702,0,1,1
2000,90,10,0,32,4,84,9,8,0,56,0,0,0,0,,,0,0
2001,90,10,0,28,4,84,9,8,0,52,0,0,0,0,,0,0,1
2002,90,10,0,26,5,85,9,8,0,53,0,0,0,0,,0,0,0
2003,90,10,0,28,4,86,9,9,0,62,0,0,1,0,,0,0,1
2004,90,10,0,42,4,87,9,9,0,63,0,0,0,0,,0,0,0
2005,90,10,0,43,5,87,9,9,0,60,0,0,0,0,,0,0,1
2006,90,11,0,62,5,88,9,9,0,61,0,0,0,0,2401,0,0,0
2007,90,11,0,71,5,89,9,9,0,61,0,0,0,0,2537,0,0,1
2008,90,11,0,81,6,90,9,9,0,62,0,0,1,0,2843,0,0,0
2009,90,11,0,89,6,89,9,9,0,62,0,0,0,0,3345,0,0,1
2010,90,11,0,117,6,89,9,9,0,64,0,0,0,0,3755,0,1,1
2011,90,11,0,121,7,90,9,9,0,64,0,0,0,0,3711,0,1,0
2012,90,11,0,128,7,90,9,9,0,65,0,0,0,0,3647,0,1,0
2013,90,11,0,94,7,90,10,9,0,66,0,0,1,0,3855,0,1,1
2014,90,11,0,85,8,90,9,10,0,66,0,0,0,0,4025,0,0,1
2015,90,11,0,82,8,90,9,10,0,67,0,0,1,0,4080,0,0,0
2016,90,11,0,68,8,91,10,10,0,68,0,0,0,0,4029,0,0,1
2017,90,11,0,67,8,90,9,10,0,68,0,0,1,0,5865,0,1,1
2018,90,11,0,94,8,91,10,10,0,68,0,0,0,0,3147,0,0,0
2019,90,11,0,124,8,91,10,10,0,69,0,0,0,0,7213,0,0,0
2000,91,10,1,15,7,83,9,10,0,52,0,0,0,0,,,0,0
2001,91,10,1,19,7,82,9,10,0,51,0,0,0,0,,0,0,0
2002,91,10,1,23,7,83,9,10,0,51,0,0,1,0,,0,0,1
2003,91,11,1,30,7,83,9,10,0,51,0,0,0,0,,0,0,0
2004,91,11,1,37,8,83,9,10,0,52,0,0,1,0,,0,0,1
2005,91,11,1,41,8,84,9,10,0,51,0,0,0,0,,0,0,1
2006,91,11,1,45,8,84,9,10,0,51,0,0,0,0,1317,0,0,0
2007,91,11,1,47,9,84,9,10,0,51,0,0,1,0,1487,0,1,1
2008,91,11,1,48,9,85,9,10,0,51,0,0,0,0,1543,0,1,0
2009,91,11,1,40,9,84,9,10,0,52,0,0,1,0,1726,0,1,1
2010,91,11,1,46,9,85,9,10,0,56,0,0,0,0,1800,0,1,1
2011,91,11,1,46,9,86,9,10,0,56,0,0,0,0,1836,0,1,0
2012,91,11,0,44,9,85,9,10,0,57,0,0,0,0,1970,0,1,0
2013,91,11,0,42,10,85,9,10,0,58,0,0,1,0,2146,0,0,0
2014,91,11,0,40,10,85,9,10,0,59,0,0,0,0,2242,0,1,1
2015,91,11,0,38,10,85,9,10,0,60,0,0,1,0,2310,0,1,1
2016,91,11,0,36,10,85,9,10,0,61,0,0,1,0,2545,0,1,0
2017,91,11,0,35,10,85,9,10,0,62,0,0,1,0,6574,0,0,0
2018,91,11,0,37,10,86,9,10,0,63,0,0,0,0,6851,0,1,1
2019,91,11,0,41,10,86,9,11,0,64,0,0,1,0,6944,0,0,0
2000,92,10,0,10,5,71,8,8,0,33,0,0,0,0,,,0,1
2001,92,10,0,10,5,71,8,9,0,25,0,0,0,0,,0,0,0
2002,92,11,0,9,5,72,8,9,0,26,0,0,0,0,,0,0,1
2003,92,11,0,11,5,72,9,9,0,37,0,0,1,0,,0,0,0
2004,92,11,0,13,5,73,9,9,0,39,0,0,0,0,,0,0,1
2005,92,11,0,13,6,74,9,9,0,40,0,0,0,0,,0,0,0
2006,92,11,0,12,6,74,9,9,0,42,0,0,0,0,995,0,1,1
2007,92,11,0,14,7,75,9,9,0,43,0,1,0,0,1086,0,1,0
2008,92,11,0,17,7,75,9,9,0,45,0,1,1,0,1189,0,1,1
2009,92,11,0,14,7,75,9,9,0,47,0,1,0,0,1331,0,1,1
2010,92,11,0,16,7,75,9,9,0,48,0,1,1,0,1407,0,1,0
2011,92,11,0,18,8,76,9,9,0,51,0,0,1,0,1496,0,1,1
2012,92,11,0,17,8,76,9,9,0,52,0,0,0,0,1554,0,1,0
2013,92,11,0,17,8,76,9,9,0,54,0,0,1,0,1575,0,1,0
2014,92,11,0,18,8,76,9,9,0,55,0,0,0,0,1628,0,1,0
2015,92,11,0,21,9,76,9,9,0,56,0,0,0,0,1713,0,1,1
2016,92,11,0,21,9,76,9,9,0,58,0,0,1,0,1809,0,1,0
2017,92,11,0,18,9,76,9,9,0,60,0,0,0,0,6766,0,1,1
2018,92,11,0,19,9,76,9,9,0,62,0,0,1,0,8063,0,1,0
2019,92,11,0,20,9,76,9,9,0,63,0,0,1,0,9209,0,1,1
2000,93,10,0,32,6,83,9,9,0,31,0,0,0,0,,,0,0
2001,93,10,0,30,6,82,9,9,0,37,0,0,1,0,,0,0,1
2002,93,10,0,30,6,82,9,9,0,43,0,0,0,0,,0,0,1
2003,93,11,0,33,7,82,9,9,0,49,0,0,0,0,,0,0,1
2004,93,11,0,32,7,83,9,10,0,54,0,0,0,0,,0,0,0
2005,93,11,0,31,7,83,9,10,0,56,0,0,1,0,,0,0,1
2006,93,11,0,30,7,83,9,10,0,58,0,0,0,0,2173,0,0,0
2007,93,11,0,28,7,83,9,11,0,60,0,0,0,0,2364,0,1,1
2008,93,11,0,26,8,85,9,11,0,62,0,0,0,0,2465,0,1,0
2009,93,11,0,19,8,84,9,11,0,64,0,0,0,0,2593,0,1,1
2010,93,11,0,22,9,86,9,11,0,68,0,0,0,0,2775,0,1,1
2011,93,11,0,21,9,81,9,11,0,65,0,0,1,0,2947,0,1,0
2012,93,11,0,27,9,81,9,11,0,66,0,0,0,0,3213,0,1,0
2013,93,11,0,24,10,81,9,11,0,68,0,0,0,0,3485,0,1,0
2014,93,11,0,23,10,81,9,11,0,69,0,0,0,0,3787,0,1,1
2015,93,11,0,23,10,81,9,11,0,70,0,0,0,0,4185,0,1,1
2016,93,11,0,20,11,81,9,11,0,72,0,0,1,0,5206,0,1,0
2017,93,11,0,22,11,82,9,11,0,74,1,0,0,0,7994,0,1,1
2018,93,11,0,25,11,83,9,11,0,75,1,0,0,0,8528,0,1,1
2019,93,11,0,24,11,83,9,11,0,76,1,0,0,0,9133,0,1,1
2000,94,10,0,4,4,76,9,8,0,40,0,0,1,0,,,0,0
2001,94,10,1,6,4,71,8,8,0,42,0,0,0,0,,0,0,1
2002,94,11,1,8,5,71,8,9,0,43,0,0,0,0,,0,0,1
2003,94,11,1,10,5,71,8,9,0,45,0,0,0,0,,0,0,0
2004,94,11,1,16,5,72,8,9,0,47,0,0,0,0,,0,0,0
2005,94,11,0,10,6,76,9,9,0,48,0,0,0,0,,0,0,0
2006,94,11,1,14,7,73,9,9,0,50,0,0,0,0,2602,0,1,1
2007,94,11,1,21,7,74,9,10,0,51,0,0,0,0,3208,0,1,0
2008,94,11,1,19,8,75,9,10,0,52,0,0,1,0,3246,0,1,0
2009,94,11,1,11,8,76,9,10,0,66,0,0,0,0,3584,0,1,1
2010,94,11,1,13,9,80,9,10,0,55,0,0,0,0,3186,0,1,1
2011,94,11,1,15,9,81,9,10,0,56,0,0,1,0,3596,0,1,0
2012,94,11,1,16,9,81,9,10,0,58,0,0,0,0,4158,0,1,1
2013,94,11,1,16,9,81,9,10,0,59,0,0,0,0,4674,0,1,0
2014,94,11,1,17,10,81,9,10,0,61,0,0,0,0,4977,0,1,1
2015,94,11,1,18,10,80,9,10,0,62,0,0,1,0,5468,0,1,0
2016,94,11,1,15,10,80,9,10,0,63,0,0,0,0,5966,0,1,0
2017,94,11,1,14,10,80,9,10,0,65,0,0,1,0,8964,0,1,0
2018,94,11,1,14,10,81,9,10,0,66,0,0,0,0,9355,0,1,0
2019,94,11,0,14,10,81,9,10,0,66,0,0,0,0,9421,0,1,0
2000,95,11,0,8,5,70,8,8,0,33,0,1,0,0,,,0,0
2001,95,11,0,8,5,70,8,8,0,34,0,1,1,0,,0,0,0
2002,95,11,0,8,5,70,8,8,0,35,0,1,0,0,,0,0,1
2003,95,11,0,8,5,70,8,9,0,35,0,1,0,0,,0,0,1
2004,95,11,0,8,5,71,8,9,0,36,0,0,0,0,,0,0,0
2005,95,11,0,7,5,72,9,9,0,39,0,0,0,0,,0,0,0
2006,95,11,0,6,5,73,9,9,0,40,0,0,1,0,1891,0,0,0
2007,95,11,0,6,5,73,9,9,0,41,0,0,0,0,2108,0,0,0
2008,95,11,0,6,6,74,9,9,0,42,0,0,1,0,2160,0,0,1
2009,95,11,0,5,7,73,9,9,0,47,0,0,0,0,2429,0,1,1
2010,95,11,0,6,8,74,9,10,0,45,0,0,0,0,2633,0,0,0
2011,95,11,0,6,8,75,9,10,0,47,0,0,0,0,2830,0,1,1
2012,95,11,0,9,9,75,9,10,0,48,0,0,1,0,3108,0,0,0
2013,95,11,1,10,9,76,9,10,0,50,0,0,0,0,3505,0,0,0
2014,95,11,1,11,9,76,9,10,0,51,0,0,0,0,3854,0,1,1
2015,95,11,0,12,9,76,9,10,0,52,0,0,0,0,4014,0,0,0
2016,95,11,0,9,9,76,9,10,0,54,0,0,0,0,4168,0,1,1
2017,95,11,0,7,9,76,9,10,0,55,0,0,1,0,5786,0,0,1
2018,95,11,0,6,9,76,9,10,0,57,0,0,0,0,6035,0,0,0
2019,95,11,0,5,9,78,9,10,0,59,0,0,0,0,5589,0,0,0
2000,96,11,0,2,4,77,9,8,0,77,0,1,0,0,,,0,0
2001,96,11,0,2,3,76,9,8,0,73,0,1,0,0,,0,0,1
2002,96,11,0,1,4,76,9,8,0,69,0,1,0,0,,0,0,0
2003,96,11,1,1,4,76,9,8,0,65,0,1,1,0,,0,0,1
2004,96,11,1,1,4,76,9,9,0,61,0,1,0,0,,0,0,0
2005,96,11,1,1,4,77,9,9,0,61,0,1,0,0,,0,1,1
2006,96,11,1,1,5,77,9,9,0,62,0,1,0,0,3241,0,1,0
2007,96,11,1,2,5,77,9,9,0,62,0,1,1,0,3773,0,1,1
2008,96,11,1,2,6,79,9,9,0,62,0,1,0,0,3664,0,1,1
2009,96,11,1,2,6,79,9,9,0,64,0,1,0,0,3972,0,1,0
2010,96,11,1,1,7,79,9,9,0,63,0,1,0,0,4076,0,1,0
2011,96,11,1,2,7,80,9,9,0,64,0,1,0,0,3954,0,1,0
2012,96,12,1,3,8,80,9,10,0,65,0,1,0,0,4288,0,1,1
2013,96,12,1,4,8,79,9,10,0,67,0,1,1,0,4655,0,1,1
2014,96,12,1,3,8,78,9,10,0,68,0,1,1,0,4739,0,1,0
2015,96,12,1,3,8,70,8,10,0,61,0,1,0,0,4886,0,1,0
2016,96,11,0,2,8,72,8,10,0,62,0,1,0,0,4356,0,1,1
2017,96,11,0,2,8,73,9,10,0,63,0,1,0,0,6100,0,1,0
2018,96,11,0,3,8,73,9,10,0,64,0,0,0,0,6288,0,1,1
2019,96,11,0,3,8,74,9,10,0,65,0,0,0,0,6306,0,1,0
2000,97,11,0,22,4,89,9,8,0,41,0,1,0,0,,,0,1
2001,97,11,1,30,4,83,9,8,0,43,0,1,0,0,,0,0,0
2002,97,11,1,30,5,83,9,8,0,44,0,1,0,0,,0,0,1
2003,97,11,1,27,5,84,9,9,0,45,0,1,1,0,,0,0,0
2004,97,11,1,27,5,86,9,9,0,47,0,1,0,0,,0,0,0
2005,97,11,1,24,5,92,10,9,0,59,0,0,0,0,,0,0,1
2006,97,11,1,39,5,90,9,9,0,48,0,0,0,0,3915,0,0,1
2007,97,11,1,32,6,91,10,9,0,64,0,0,0,0,4539,0,1,1
2008,97,11,1,36,6,92,10,9,0,66,0,0,0,0,6805,0,0,0
2009,97,11,1,17,6,90,10,10,0,67,0,1,1,0,7296,0,1,0
2010,97,11,1,21,7,94,10,10,0,58,0,0,0,0,6423,0,0,0
2011,97,11,1,23,7,85,9,10,0,60,0,0,0,0,6129,0,1,1
2012,97,11,1,19,8,84,9,10,0,61,0,0,0,0,6768,0,1,1
2013,97,11,1,17,8,83,9,10,0,63,0,0,1,0,7824,0,1,1
2014,97,11,1,14,9,82,9,10,0,64,0,0,0,0,9164,0,1,1
2015,97,11,1,14,9,81,9,10,0,66,0,0,0,0,9981,0,1,0
2016,97,11,1,15,9,81,9,10,0,68,0,0,1,0,10342,0,1,0
2017,97,11,1,15,9,82,9,10,0,69,0,0,1,0,14126,0,1,1
2018,97,11,1,16,9,83,9,10,0,70,0,0,0,0,14323,0,1,1
2019,97,11,0,17,9,83,9,10,0,69,0,0,0,0,14519,0,0,0
2000,98,11,0,5,3,71,8,8,0,45,0,1,0,0,,,0,0
2001,98,11,0,5,3,70,8,8,0,45,0,1,1,0,,0,0,1
2002,98,11,0,4,4,70,8,8,0,46,0,1,0,0,,0,1,1
2003,98,11,1,4,4,71,8,8,0,47,0,1,0,0,,0,1,0
2004,98,11,1,3,4,72,8,8,0,47,0,1,0,0,,0,1,1
2005,98,11,1,2,4,73,9,8,0,49,0,1,1,0,,0,1,0
2006,98,11,1,2,4,73,9,9,0,50,0,1,0,0,3034,0,1,1
2007,98,11,1,2,5,74,9,9,0,51,0,1,0,0,3199,0,1,0
2008,98,11,1,2,5,76,9,9,0,52,0,1,1,0,2971,0,1,1
2009,98,11,1,2,5,75,9,9,0,56,0,1,0,0,3336,0,1,0
2010,98,11,1,3,6,76,9,9,0,55,0,1,0,0,3247,0,1,0
2011,98,11,1,2,7,78,9,9,0,56,0,1,0,0,3095,0,1,0
2012,98,11,1,4,7,78,9,10,0,57,0,1,1,0,3004,0,1,1
2013,98,11,1,4,8,79,9,10,0,59,0,1,0,0,3354,0,1,1
2014,98,11,1,4,8,78,9,10,0,60,0,1,0,0,3623,0,1,1
2015,98,11,1,5,8,77,9,10,0,61,0,1,0,0,3786,0,1,0
2016,98,12,1,5,8,77,9,10,0,62,0,1,1,0,3892,0,1,0
2017,98,11,1,4,8,79,9,10,0,64,1,1,0,0,5714,0,1,1
2018,98,11,1,5,8,79,9,10,0,65,1,0,0,0,6009,0,1,1
2019,98,11,0,5,8,80,9,10,0,66,1,0,0,0,6163,0,1,1
2000,99,11,1,48,3,83,9,7,0,84,0,0,0,0,,,0,0
2001,99,11,1,51,4,83,9,8,0,85,0,0,1,0,,0,0,0
2002,99,11,1,52,4,82,9,8,0,85,0,0,0,0,,0,0,1
2003,99,11,1,51,4,83,9,8,0,85,0,0,0,0,,0,0,1
2004,99,11,1,46,4,85,9,8,0,85,0,0,1,0,,0,0,0
2005,99,11,1,60,4,87,9,8,0,83,0,0,0,0,,0,0,1
2006,99,11,1,71,4,90,10,8,0,82,0,0,0,0,5048,0,0,0
2007,99,11,1,74,5,91,10,8,0,80,0,0,0,0,5158,0,0,1
2008,99,11,1,73,5,91,10,9,0,78,0,0,1,0,5616,0,0,1
2009,99,11,1,44,6,89,9,9,0,76,0,0,0,0,7280,0,1,0
2010,99,11,1,48,7,92,10,9,0,73,0,0,0,0,6674,0,1,1
2011,99,11,1,45,7,94,10,9,0,75,0,0,0,0,6306,0,1,1
2012,99,11,1,36,8,93,10,9,0,76,0,0,0,0,7006,0,1,0
2013,99,11,1,52,8,93,10,9,0,78,0,0,1,0,8434,0,1,1
2014,99,11,1,45,8,92,10,9,0,79,0,0,0,0,8840,0,1,0
2015,99,11,1,41,8,75,9,10,0,53,0,0,0,0,10716,0,1,1
2016,99,11,1,34,8,79,9,10,0,54,0,0,1,0,9101,0,0,0
2017,99,11,1,32,8,80,9,10,0,56,0,0,0,0,9871,0,0,1
2018,99,11,1,35,8,81,9,10,0,56,0,0,0,0,9794,0,0,0
2019,99,11,0,52,8,77,9,9,0,57,0,0,1,0,13483,0,0,0
2000,100,10,0,4,4,67,8,8,0,26,0,0,1,0,,,0,1
2001,100,10,0,4,4,68,8,8,0,27,0,0,0,0,,0,0,1
2002,100,10,0,4,5,68,8,8,0,27,0,0,0,0,,0,0,0
2003,100,11,0,4,4,68,8,9,0,28,0,0,1,0,,0,0,1
2004,100,11,0,5,5,70,8,9,0,29,0,0,0,0,,0,0,0
2005,100,11,0,4,5,69,8,9,0,31,0,0,0,0,,0,0,1
2006,100,11,0,4,5,70,8,9,0,32,0,0,0,0,3292,0,0,0
2007,100,11,0,5,5,71,8,10,0,33,0,0,0,0,3352,0,0,0
2008,100,11,0,5,5,72,8,10,0,34,0,0,1,0,3216,0,0,0
2009,100,11,1,4,6,71,8,10,0,37,0,0,0,0,3476,0,0,1
2010,100,11,1,5,6,71,8,10,0,37,0,0,0,0,3641,0,1,1
2011,100,11,1,5,7,72,9,10,0,38,0,0,0,0,3711,0,1,0
2012,100,11,1,7,7,72,9,10,0,40,0,0,0,0,3422,0,1,0
2013,100,11,1,9,8,71,8,10,0,41,0,0,1,0,4593,0,1,1
2014,100,11,1,10,8,71,8,10,0,42,0,0,0,0,5491,0,1,1
2015,100,11,0,11,9,71,8,10,0,46,0,0,0,0,5520,0,1,1
2016,100,11,0,8,10,74,9,10,0,47,0,0,1,0,5638,0,1,0
2017,100,11,0,5,9,74,9,10,0,49,0,0,0,0,4457,0,1,0
2018,100,11,0,5,9,75,9,10,0,49,0,0,0,0,4838,0,1,1
2019,100,11,0,5,9,78,9,10,0,50,0,0,0,0,4499,0,0,1
2000,101,10,0,1,3,71,8,7,0,27,0,0,0,0,,,0,0
2001,101,10,0,2,3,71,8,8,0,28,0,0,0,0,,0,0,0
2002,101,10,0,3,4,71,8,8,0,30,0,0,0,0,,0,0,1
2003,101,11,0,4,3,72,8,8,0,31,0,0,1,0,,0,0,1
2004,101,11,0,5,4,73,9,8,0,33,0,0,0,0,,0,0,0
2005,101,11,0,4,3,74,9,9,0,35,0,1,0,0,,0,0,0
2006,101,11,0,5,4,75,9,9,0,37,0,1,0,0,1196,0,1,1
2007,101,11,0,5,5,75,9,9,0,38,0,1,0,0,1107,0,1,1
2008,101,11,0,5,5,76,9,9,0,39,0,1,1,0,1177,0,1,0
2009,101,11,0,6,6,75,9,9,0,40,0,1,0,0,1331,0,1,1
2010,101,11,0,7,6,76,9,9,0,41,0,1,0,0,1514,0,1,0
2011,101,11,0,8,6,77,9,9,0,43,0,1,0,0,1606,0,1,1
2012,101,11,0,10,7,77,9,9,0,44,0,1,0,0,1805,0,1,0
2013,101,11,0,10,7,78,9,9,0,46,0,1,0,0,1905,0,1,0
2014,101,11,0,11,7,78,9,9,0,47,0,1,0,0,1893,0,1,1
2015,101,11,0,8,7,77,9,9,0,48,0,1,1,0,2061,0,1,0
2016,101,11,0,8,7,78,9,9,0,50,0,0,0,0,2252,0,1,0
2017,101,11,0,8,7,77,9,9,0,51,1,0,0,0,4321,0,1,1
2018,101,11,0,10,8,78,9,9,0,51,1,0,0,0,4861,0,1,0
2019,101,11,0,10,7,80,9,9,0,52,1,0,0,0,4953,0,1,1
2000,102,11,0,3,4,71,8,8,0,27,0,1,0,0,,,0,0
2001,102,11,0,3,4,73,9,8,0,29,0,1,1,0,,0,0,0
2002,102,11,0,3,5,73,9,8,0,30,0,1,0,0,,0,0,1
2003,102,11,0,4,4,74,9,9,0,32,0,1,0,0,,0,0,0
2004,102,11,0,5,5,75,9,9,0,34,0,1,0,0,,0,0,1
2005,102,11,0,8,5,72,8,9,0,35,0,1,0,0,,0,1,1
2006,102,11,0,8,5,72,9,9,0,37,0,1,0,0,783,0,1,0
2007,102,11,0,8,5,73,9,9,0,38,0,1,0,0,1185,0,0,0
2008,102,11,0,9,6,73,9,10,0,39,0,1,1,0,1372,0,1,1
2009,102,11,0,8,7,72,8,10,0,41,0,1,0,0,1223,0,1,0
2010,102,12,0,9,7,73,9,10,0,42,0,1,0,0,1477,0,1,1
2011,102,12,1,8,8,74,9,10,0,43,0,1,0,0,1313,0,1,0
2012,102,12,1,10,8,74,9,10,0,45,0,1,1,0,1733,0,1,1
2013,102,12,1,10,9,75,9,10,0,46,0,1,0,0,1771,0,1,0
2014,102,12,1,11,9,75,9,10,0,48,0,1,1,0,1858,0,1,1
2015,102,12,1,10,9,74,9,10,0,49,0,1,0,0,1928,0,1,0
2016,102,12,0,11,9,74,9,10,0,50,0,1,1,0,2030,0,1,0
2017,102,12,1,11,9,75,9,10,0,52,0,1,1,0,8233,0,1,0
2018,102,12,1,12,9,75,9,10,0,53,0,1,0,0,9068,0,1,1
2019,102,11,0,10,9,82,9,10,0,55,0,0,0,0,6821,0,1,1
