year,citycode,lnCI,education,major,tenure,age,hometown,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,pressure,EI,CI_ratio,d1,d2
2001,410800,10.640393,0,1,1,49,0,0.51465231,13.528022,4.6913481,79.28872759,8.9044218,8.393259,0.14812057,33.393862,0,1,1,0,,0,0,0
2002,410800,10.745333,0,1,2,50,0,0.52638,14.074481,5.0875964,79.12066031,8.8949795,8.4541435,0.14021885,35.096232,0,1,0,0,,0,0,1
2003,410800,10.850098,0,1,3,51,0,0.55474114,14.160708,4.9767337,79.4978182,8.9161549,8.9728765,0.25558963,36.798602,0,1,0,0,,0,0,0
2004,410800,10.8398,2,1,1,53,1,0.59841532,14.190535,5.1357985,80.96306281,8.9979477,9.32726,0.25126123,38.500972,0,0,1,0,,0,0,0
2005,410800,10.891171,2,1,2,54,1,0.61971939,12.579155,5.7557421,82.30018971,9.0719452,9.554059,0.2555804,39.998826,0,0,0,0,,0,0,0
2006,410800,10.967204,2,1,3,55,1,0.64197218,10.831719,5.891644,82.74631953,9.0965004,9.6788082,0.256926,41.798911,0,0,0,0,4195,0,0,1
2007,410800,10.973961,2,1,4,56,1,0.65677255,10.303789,5.9162021,83.43031953,9.1340199,9.8541508,0.25837487,43.598595,0,0,0,0,5077,0,0,0
2008,410800,10.96653,1,1,1,54,1,0.66853368,9.782568,6.4676986,84.51582166,9.1932487,9.9846869,0.22852111,45.300073,0,0,1,0,5438,0,0,1
2009,410800,11.105368,1,1,2,55,1,0.67333764,6.7602396,6.5638556,83.06748779,9.1141367,10.120838,0.23078032,46.949385,0,0,0,0,5501,0,0,0
2010,410800,11.154821,1,1,3,56,1,0.68648541,9.2540455,6.9985094,83.61216176,9.1439686,10.197441,0.22780432,47.050522,0,0,0,0,5165,0,0,0
2011,410800,11.258611,1,1,4,57,1,0.68891126,11.109464,7.2696166,83.8977519,9.1595716,10.011731,0.21841612,48.80068,0,0,0,0,5945,0,1,1
2012,410800,11.302734,1,1,5,58,1,0.67456853,9.0067263,7.4235682,83.49233461,9.137414,10.108665,0.2154,50.71875,0,0,0,0,5925,0,1,0
2013,410800,11.303087,3,1,1,56,1,0.67415065,8.0762377,7.6439619,83.35293215,9.1297827,10.236278,0.21055518,52.019009,0,0,1,0,6156,0,1,0
2014,410800,11.323467,3,1,2,57,1,0.61799675,8.1749725,7.761745,83.12804585,9.1174583,10.294199,0.20472218,53.209368,0,0,0,0,6076,0,1,0
2015,410800,11.309028,3,1,3,58,1,0.61416501,6.9316187,7.9233484,82.30271536,9.0720844,10.357878,0.19927885,54.850028,0,0,0,0,7299,0,1,1
2016,410800,11.333451,2,1,1,54,0,0.59276617,6.4566283,8.1967125,82.26487642,9.0699987,10.43445,0.18748599,56.449521,0,0,1,0,8338,0,1,1
2017,410800,11.302237,2,1,2,55,0,0.58441216,6.2916737,8.4493427,82.38465122,9.0765991,10.473133,0.18869448,57.989944,0,0,0,0,9529,0,1,0
2018,410800,11.305721,2,1,3,56,0,0.56578577,6.348475,8.623353,81.89551355,9.049614,10.72246,0.19291696,59.420169,0,0,0,0,10263,0,1,1
2019,410800,11.265602,2,1,4,57,0,0.51968241,6.1335483,8.6623316,82.26439208,9.069972,10.759233,0.19335355,60.940758,0,0,0,0,10238,0,1,0
2000,410900,10.985811,1,2,5,55,1,0.5455395,0.22232701,5.0498562,71.93562682,8.4814873,8.4765606,0.11188299,21.426468,0,1,0,0,,,0,0
2001,410900,10.977139,1,2,6,56,1,0.53820109,0.22686385,5.2040067,71.48857227,8.4550915,8.5340395,0.10067521,22.88701,0,1,1,0,,0,0,1
2002,410900,11.061625,2,1,1,52,1,0.54315054,1.1410707,5.2364421,71.09806412,8.4319668,8.5589886,0.09069366,24.347552,0,1,0,0,,0,1,1
2003,410900,11.184023,2,1,2,53,1,0.59200865,2.0308876,5.2417469,71.16285999,8.4358082,8.7442007,0.18408181,25.808094,0,1,0,0,,0,1,0
2004,410900,11.221685,2,1,3,54,1,0.59163654,3.2636712,5.3706379,71.69115585,8.467063,8.8828144,0.17269228,27.268636,0,1,0,0,,0,0,0
2005,410900,11.313759,2,1,4,55,1,0.62763292,3.4816942,5.556828,72.34101264,8.505352,8.9009352,0.18400313,28.740268,0,1,0,0,,0,1,1
2006,410900,11.38021,2,1,5,56,1,0.64462239,5.4329672,5.5872488,72.39449227,8.5084953,8.9340553,0.17772701,30.320353,0,1,0,0,2029,0,1,0
2007,410900,11.410773,2,1,6,57,1,0.65134656,3.5745478,5.869297,72.21997772,8.4982338,9.1153545,0.17886113,32.121282,0,1,0,0,1864,0,1,0
2008,410900,11.36701,2,1,7,58,1,0.66512007,5.3430681,5.9763508,73.51164975,8.5738935,9.2755318,0.16439244,33.781119,0,1,0,0,1979,0,1,1
2009,410900,11.529979,2,1,8,59,1,0.65580273,4.0951743,6.0958247,71.58359001,8.4607086,9.4371271,0.16607377,35.429221,0,1,0,0,2664,0,1,1
2010,410900,11.564166,2,1,9,60,1,0.66459572,4.1650896,6.689599,72.20994505,8.4976435,9.5318928,0.15548222,31.461111,0,1,1,0,2721,0,1,1
2011,410900,11.666453,1,2,1,57,1,0.64997423,4.2354074,6.5567784,72.42643498,8.5103722,9.5180941,0.16108473,33.351124,0,1,0,0,2699,0,1,0
2012,410900,11.695493,1,2,2,58,1,0.65123749,3.9288123,6.669498,73.45571574,8.570631,9.6289635,0.18141955,35.201245,0,1,0,0,3277,0,1,1
2013,410900,11.670806,1,2,3,59,1,0.66176778,3.5861881,6.7117405,73.70556632,8.5851946,9.7826281,0.18155712,36.699219,0,1,0,0,3905,0,1,0
2014,410900,11.700218,1,2,4,60,1,0.57886624,3.6803648,6.921658,73.75543585,8.5880985,9.8324289,0.17413783,38.500417,0,1,0,0,3653,0,1,1
2015,410900,11.698337,3,1,1,47,0,0.56799424,3.8472524,7.1396604,73.12174732,8.5511255,9.8994493,0.17807598,40.34903,0,1,1,0,3769,0,1,1
2016,410900,11.721167,3,1,2,48,0,0.54764718,3.8954825,7.266129,73.07753784,8.5485401,9.9704762,0.16766796,42.039095,0,1,0,0,4039,0,1,1
2017,410900,11.71755,3,1,3,49,0,0.53299749,3.6375873,7.3821244,73.19000464,8.5551157,10.005392,0.17740534,43.730937,0,1,0,0,5840,0,1,0
2018,410900,11.740294,2,1,0,56,1,0.50622237,4.8244448,7.5087872,72.85574525,8.5355577,10.0035,0.19108379,45.301158,0,1,1,0,6766,0,1,0
2019,410900,11.861444,2,1,1,57,1,0.35957107,6.6690321,7.6857033,70.87902555,8.4189682,9.9916811,0.19585922,46.800908,0,1,0,0,8281,0,1,0
2000,411000,10.569684,2,2,3,49,1,0.52795935,7.0497532,4.0430512,74.09687207,8.607954,8.2961693,0.058556382,20.26395,0,1,1,0,,,0,0
2001,411000,10.529506,2,1,1,48,0,0.54168099,6.8539915,4.6151204,74.18527973,8.6130877,8.2065563,0.060826063,22.722972,0,0,0,0,,0,0,1
2002,411000,10.60718,2,1,2,49,0,0.55399263,6.7053285,4.6249728,74.17014903,8.6122093,8.066824,0.058969531,25.181994,0,0,0,0,,0,0,1
2003,411000,10.741877,2,1,3,50,0,0.58248472,6.5505714,4.9628448,74.23082411,8.6157312,8.7444744,0.15239303,27.641016,0,0,0,0,,0,0,0
2004,411000,10.747311,2,1,4,51,0,0.5934242,5.9171963,4.9836068,75.59146109,8.694335,9.0459042,0.15809664,30.100038,0,0,0,0,,0,0,1
2005,411000,10.880594,2,1,5,52,0,0.61158657,5.5893993,5.6733232,75.89317677,8.711669,9.3055592,0.15615793,31.999441,0,0,0,0,,0,0,0
2006,411000,10.98739,2,1,1,45,1,0.63002783,6.2207503,6.0282784,76.09112154,8.7230225,9.3706112,0.16047233,33.900444,0,0,1,0,661,0,0,1
2007,411000,11.013609,2,1,2,46,1,0.64075649,6.6072245,6.4692502,76.44351826,8.7431984,9.534585,0.1667738,35.790235,0,0,0,0,699,0,0,1
2008,411000,10.993205,2,1,3,47,1,0.65626836,5.7344856,6.9911771,78.02891846,8.8333979,9.6947708,0.15915632,37.49913,0,0,0,0,708,0,0,1
2009,411000,11.118277,2,1,4,48,1,0.67304176,6.6908383,7.0518556,76.83059804,8.7653065,9.8337803,0.16271286,39.258967,0,0,0,0,863,0,0,0
2010,411000,11.188934,3,2,1,47,1,0.68514156,6.4692822,7.2855067,77.10232922,8.7807932,9.9072256,0.15773645,39.099768,0,0,1,0,980,0,1,0
2011,411000,11.290834,3,2,2,48,1,0.67868167,6.6823945,7.3323693,77.7620992,8.8182821,9.8441715,0.15771042,40.91946,0,1,0,0,1012,0,1,1
2012,411000,11.34482,3,2,3,49,1,0.67016721,7.6051564,7.6328855,77.50584679,8.8037405,9.9433975,0.16041219,42.83054,0,1,0,0,1243,0,1,1
2013,411000,11.335266,3,1,1,56,0,0.67469525,6.8659682,7.6957579,77.47906637,8.8022194,10.084917,0.16016416,44.200605,0,1,1,0,1356,0,1,0
2014,411000,11.347325,3,1,2,57,0,0.60760105,6.8058081,8.0940733,77.45774534,8.8010082,10.141473,0.15999722,45.701043,0,1,0,0,1392,0,1,0
2015,411000,11.335928,3,1,3,58,0,0.58991611,5.7125216,8.4506264,76.54731425,8.7491322,10.22037,0.15569849,47.570244,0,1,0,0,1415,0,1,1
2016,411000,11.355792,2,1,1,54,1,0.58818549,5.0059466,8.9059868,76.53676666,8.7485294,10.294072,0.15210864,49.380208,0,1,1,0,1772,0,1,0
2017,411000,11.354497,2,1,2,55,1,0.59082019,4.2518439,9.2961512,76.75591825,8.7610455,10.32254,0.14941573,51.060355,0,1,0,0,5186,0,1,0
2018,411000,11.381543,1,1,0,56,1,0.57756919,3.6261077,9.1004143,76.48714955,8.7456932,10.323461,0.14902456,52.629918,0,0,1,0,5973,0,1,0
2019,411000,11.291354,1,1,1,57,1,0.5330255,2.6575179,8.5650301,78.28819408,8.8480616,10.305554,0.15347333,54.129222,0,0,0,0,5700,0,1,1
2000,411100,10.526995,1,2,1,54,1,0.540842,7.3375058,4.1743875,73.69084516,8.5843372,7.9048557,0.10036503,23.3136,0,0,0,0,,,0,0
2001,411100,10.498732,1,2,2,55,1,0.54194522,6.6213179,3.8501475,73.62865618,8.5807142,7.7933698,0.094391294,24.985399,0,0,0,0,,0,0,1
2002,411100,10.589827,1,2,3,56,1,0.55335933,5.9476914,4.0430512,73.45927945,8.5708389,7.7665672,0.095285557,26.657198,0,0,0,0,,0,0,0
2003,411100,10.735282,1,2,4,57,1,0.59079033,5.3081465,4.4308167,73.19486745,8.5553999,8.200346,0.17913328,28.328997,0,0,0,0,,0,0,1
2004,411100,10.722947,1,2,5,58,1,0.600945,5.8423462,4.6634393,74.86569222,8.6524963,8.2470341,0.18774834,30.000796,0,0,0,0,,0,0,0
2005,411100,10.879147,1,2,6,59,1,0.62271816,4.2636247,4.5538769,74.75714104,8.6462212,8.4796829,0.18694738,31.701521,0,0,0,0,,0,0,1
2006,411100,10.968123,1,2,7,60,1,0.63926864,3.5281816,5.1761498,74.83049627,8.6504622,8.6230087,0.18416876,33.261261,0,0,1,0,1640,0,0,0
2007,411100,10.997994,2,1,1,53,1,0.67021459,2.6353602,5.2149358,74.95455722,8.65763,8.8025284,0.18215682,35.650061,0,0,0,0,1838,0,0,1
2008,411100,10.957725,2,1,2,54,1,0.68350989,2.4582877,5.4930615,76.55799382,8.7497425,8.949276,0.16448903,37.480347,0,0,0,0,1611,0,0,0
2009,411100,11.06173,2,1,3,55,1,0.6888091,3.2406411,5.6698809,75.75321695,8.7036324,9.1168184,0.17056474,39.249529,0,0,0,0,2061,0,0,0
2010,411100,11.147134,2,1,4,56,1,0.69740433,3.8138478,5.5834961,75.64899897,8.6976433,9.200264,0.16595449,39.1719,0,0,0,0,2085,0,1,1
2011,411100,11.299305,2,1,5,57,1,0.69139278,3.7435656,5.9215784,75.35531987,8.6807442,9.1289234,0.16717324,40.921569,0,1,0,0,2314,0,1,1
2012,411100,11.367515,2,1,6,58,1,0.68488431,3.2512434,6.0306854,74.52061046,8.6325321,9.2275496,0.17833839,42.838155,0,1,0,0,2976,0,1,0
2013,411100,11.373341,1,1,1,56,1,0.67795312,3.1457469,6.1841488,74.31339093,8.6205215,9.3812418,0.17997421,44.240777,0,1,1,0,3136,0,1,0
2014,411100,11.398651,1,1,2,57,1,0.6370613,5.0440331,6.5191474,74.1607534,8.6116638,9.4340591,0.17684229,45.701653,0,1,0,0,3409,0,1,0
2015,411100,11.44635,1,1,3,58,1,0.62929976,4.8471961,6.9810057,73.45931202,8.5708408,9.508131,0.18140401,47.539048,0,1,0,0,3835,0,1,0
2016,411100,11.479757,1,1,4,59,1,0.62353683,4.5764184,7.1553965,73.49935359,8.5731764,9.584837,0.18290894,49.229602,0,1,0,0,4028,0,1,1
2017,411100,11.515704,1,1,5,60,1,0.61263853,4.3653011,7.4097419,73.29814871,8.5614338,9.6173477,0.16581228,50.911218,0,1,1,0,5952,0,1,0
2018,411100,11.560434,2,1,1,50,1,0.59938705,4.7335062,7.5933743,72.95442237,8.5413361,9.7044373,0.15873833,52.470641,0,1,0,0,6039,0,1,0
2019,411100,11.436803,2,1,2,51,1,0.44438851,4.3233309,7.9309254,75.51745217,8.6900778,9.7396603,0.16669375,53.968968,0,1,0,0,6812,0,1,1
2000,411200,10.838493,1,2,5,53,0,0.52377939,7.5832267,4.0253515,77.30880361,8.7925425,8.2127523,0.11365113,31.388262,0,1,0,0,,,0,1
2001,411200,10.809543,3,2,1,47,1,0.53628016,6.7732105,3.6375861,77.31525923,8.7929096,8.191597,0.094774231,32.956458,0,1,1,0,,0,0,0
2002,411200,10.911308,3,2,2,48,1,0.53756404,5.9875288,4.0604429,77.20551521,8.7866669,8.0798607,0.10037614,34.524654,0,1,0,0,,0,0,1
2003,411200,11.023693,3,2,3,49,1,0.55173731,5.1006637,3.9318256,77.46660997,8.8015118,8.5112696,0.23953708,36.09285,0,1,0,0,,0,0,0
2004,411200,11.031954,2,1,1,53,1,0.57600206,4.7070117,4.3820267,78.61208075,8.8663454,8.7474337,0.24755518,37.661046,0,1,1,0,,0,0,1
2005,411200,11.123542,2,1,2,54,1,0.60355216,3.1203854,4.5747108,79.76505628,8.9311285,9.1048689,0.26389316,39.260897,0,1,0,0,,0,0,0
2006,411200,11.178226,2,1,3,55,1,0.63666606,3.0971673,5.1059456,80.47301893,8.9706755,9.1942577,0.25251579,40.799858,0,1,0,0,2211,0,0,0
2007,411200,11.186651,2,1,4,56,1,0.65962261,2.6399097,5.2882671,81.39466517,9.0218992,9.263485,0.25991809,42.380845,0,1,0,0,1907,0,1,1
2008,411200,11.16338,2,1,1,51,1,0.66941559,1.4661412,5.7071104,82.97470081,9.109045,9.4468126,0.25678852,43.899802,0,1,1,0,1834,0,0,0
2009,411200,11.275704,2,1,2,52,1,0.66045207,1.2703296,5.8861041,82.05112311,9.0582075,9.6501169,0.26359853,45.398278,0,1,0,0,1494,0,1,1
2010,411200,11.28565,2,1,3,53,1,0.68523473,1.2369624,6.0112672,83.39434633,9.1320505,9.7111025,0.24557504,44.258919,0,1,0,0,1665,0,1,1
2011,411200,11.369901,2,1,1,54,1,0.68808872,1.2095093,5.866468,84.52360852,9.1936722,9.6891184,0.24902394,46.001785,0,1,1,0,1896,0,1,0
2012,411200,11.404818,2,1,2,55,1,0.6798504,1.2858256,6.1333981,84.0513182,9.1679506,9.7866583,0.24346644,47.598566,0,1,0,0,1467,0,1,1
2013,411200,11.423079,2,1,3,56,1,0.66390133,1.4787115,6.3332796,83.61544082,9.1441479,9.8948565,0.24391523,48.900094,0,1,0,0,1815,0,1,0
2014,411200,11.456888,2,1,4,57,1,0.62520111,1.1767652,6.2480431,82.49210961,9.0825167,9.973959,0.24136169,50.35824,0,1,0,0,1739,0,1,1
2015,411200,11.404696,2,1,5,58,1,0.60563296,3.4213855,6.338594,82.00425721,9.0556202,10.089128,0.23144445,51.60917,0,1,1,0,1867,0,1,0
2016,411200,11.423146,2,1,1,54,1,0.56486219,5.7186451,6.4345465,81.67015603,9.0371542,10.158564,0.23231193,53.109348,0,1,1,0,3703,0,1,0
2017,411200,11.380135,3,1,1,54,1,0.56545287,5.2940702,6.6783423,81.74855227,9.0414906,10.188537,0.23889729,54.718561,0,1,0,0,7997,0,1,0
2018,411200,11.367522,3,1,2,55,1,0.55112654,5.0331578,6.8885727,81.31910627,9.0177107,10.250468,0.24576476,56.289322,0,0,0,0,8630,0,0,0
2019,411200,11.485785,3,1,3,56,1,0.48155409,5.4297028,7.101676,78.54615734,8.862627,10.275588,0.24542409,57.698221,0,1,0,0,9881,0,1,1
2000,411300,10.517586,1,1,2,53,1,0.45733353,0.63681334,5.1416636,70.06901526,8.3707237,8.6606636,0.058618966,15.038738,0,0,0,0,,,0,1
2001,411300,10.486669,1,2,1,55,1,0.45858005,1.0124193,5.3082676,70.20202718,8.378665,8.853137,0.051614933,18.041508,0,0,1,0,,0,0,0
2002,411300,10.588958,1,2,2,56,1,0.45659092,1.4095911,5.4293456,69.91073902,8.3612642,8.9135828,0.054522656,21.044278,0,0,0,0,,0,0,1
2003,411300,10.693347,1,2,3,57,1,0.48663461,1.7231472,5.3706379,70.49207715,8.395956,9.5031128,0.14832819,24.047048,0,0,0,0,,0,0,0
2004,411300,10.719037,1,1,1,56,1,0.4820213,2.4807594,5.7365723,71.4086061,8.4503613,9.6094074,0.14050026,27.049818,0,0,1,0,,0,0,0
2005,411300,10.847606,1,1,2,57,1,0.50121987,2.3209403,5.9610052,71.84161991,8.4759436,9.9183264,0.14981467,30.020148,0,0,0,0,,0,0,1
2006,411300,10.968399,1,1,3,58,1,0.50895548,2.6199875,6.1923623,71.57224635,8.4600382,10.009998,0.16714236,31.559683,0,0,1,0,1103,0,0,0
2007,411300,11.030021,2,1,1,55,1,0.51935142,3.1548684,6.3438807,71.38765412,8.4491215,10.194384,0.16845995,33.220485,0,0,0,0,1163,0,1,1
2008,411300,11.050694,2,1,2,56,1,0.52309614,3.6629019,6.5806394,72.07507571,8.4897041,10.327459,0.15658501,34.919987,0,0,0,0,1338,0,1,0
2009,411300,11.169238,2,1,3,57,1,0.51064122,2.5376978,6.7719355,70.96044687,8.4238024,10.484664,0.1560175,36.629628,0,0,0,0,1403,0,1,0
2010,411300,11.239282,2,1,4,58,1,0.52067822,3.231885,7.0492549,71.44750334,8.4526625,10.561289,0.16080979,33.000389,0,1,0,0,1577,0,1,0
2011,411300,11.353267,2,1,1,54,1,0.52981108,4.1159081,7.1372786,71.59640348,8.4614658,10.452266,0.16301332,34.850429,0,1,1,0,1842,0,1,1
2012,411300,11.413565,2,1,2,55,1,0.52163053,3.528631,7.5202346,70.97331734,8.4245663,10.572984,0.17201719,34.849739,0,1,0,0,1915,0,1,1
2013,411300,11.436921,2,1,1,52,1,0.50614119,4.38132,7.5390272,70.60115928,8.4024496,10.73108,0.17076884,38.300297,0,1,1,0,2176,0,1,1
2014,411300,11.449094,2,1,2,53,1,0.46500164,4.425323,7.8220439,70.29279577,8.3840799,10.776513,0.16656229,39.55956,0,1,0,0,2901,0,1,0
2015,411300,11.406605,2,1,3,54,1,0.44260001,4.3670969,8.3581972,69.92064413,8.3618565,10.847858,0.16387083,42.069567,0,1,0,0,2017,0,1,1
2016,411300,11.412066,2,1,4,55,1,0.43799818,3.6145623,8.329175,69.88302418,8.3596067,10.921083,0.16118805,43.700486,0,1,1,0,1833,0,1,0
2017,411300,11.392949,2,2,1,56,1,0.43087536,3.8094211,8.5870924,69.8948251,8.3603125,10.950116,0.15884136,44.669758,0,1,0,0,5274,0,1,0
2018,411300,11.384618,2,2,2,57,1,0.41369924,4.2421451,8.7530556,69.75063566,8.3516846,11.022957,0.16017617,46.230127,0,0,0,0,6014,0,1,1
2019,411300,11.376258,2,2,3,58,1,0.33556819,4.6802239,8.8920612,69.60439922,8.3429251,11.054291,0.15859005,47.730173,0,0,0,0,6304,0,1,0
2000,411400,10.715137,2,1,4,52,1,0.31118,2.2988701,4.5325994,63.92603099,7.9953756,8.3819027,0.040915992,12.923279,0,1,0,0,,,0,1
2001,411400,10.687075,2,1,5,53,1,0.31867781,1.9899927,4.59512,63.81329317,7.9883223,8.522934,0.041657351,15.617457,0,1,0,0,,0,0,1
2002,411400,10.835135,2,1,6,54,1,0.32853937,1.7305406,4.6728287,63.44825351,7.9654412,8.5712423,0.049105521,18.311635,0,1,0,0,,0,0,0
2003,411400,11.004431,1,2,1,48,1,0.39117077,1.4536028,4.5643482,63.13899387,7.9460049,9.0386391,0.13645767,21.005813,0,1,1,0,,0,0,1
2004,411400,10.999085,1,2,2,49,1,0.38237351,1.1137326,4.919981,64.458935,8.0286322,9.0979919,0.12856981,23.699991,0,1,0,0,,0,1,1
2005,411400,11.089334,1,2,3,50,1,0.3939175,0.74114144,5.09375,65.29374977,8.0804548,9.3450632,0.13352257,26.100366,0,1,0,0,,0,1,0
2006,411400,11.198506,1,2,4,51,1,0.40385371,1.2839803,5.4764633,65.28773967,8.0800829,9.4782524,0.14634462,28.109973,0,1,0,0,1911,0,1,1
2007,411400,11.233488,1,2,5,52,1,0.42067617,0.97528595,5.5834961,65.69375317,8.1051683,9.6434269,0.14823794,30.120561,0,1,0,0,2276,0,1,0
2008,411400,11.211815,2,1,1,51,1,0.44669771,0.78517246,5.8289456,66.91312311,8.1800442,9.8153839,0.14741153,31.529606,0,1,1,0,2569,0,1,0
2009,411400,11.318053,2,1,2,52,1,0.45504609,0.54945356,5.891644,66.15104713,8.1333294,9.9805479,0.15022326,33.379853,0,1,0,0,2656,0,1,1
2010,411400,11.378013,2,1,3,53,1,0.46523347,0.76863974,6.2576675,66.57045427,8.1590719,10.074125,0.15089642,29.749796,0,1,0,0,3440,0,1,1
2011,411400,11.492445,2,1,1,49,1,0.47613361,0.93461317,6.0520892,66.94971418,8.1822805,9.9505816,0.15499002,31.539924,0,1,1,0,3740,0,1,0
2012,411400,11.549541,2,1,2,50,1,0.46748343,0.96877444,6.4769726,66.2215412,8.1376619,10.043046,0.16211776,33.489484,0,1,0,0,3796,0,1,1
2013,411400,11.563407,2,1,3,51,1,0.46806502,0.99954391,6.652863,66.02016533,8.1252794,10.208702,0.1570998,35.019926,0,1,0,0,3875,0,1,1
2014,411400,11.603011,2,1,4,52,1,0.43325517,1.2274498,6.8554087,66.8565766,8.1765871,10.251496,0.16643377,36.490822,0,1,0,0,3624,0,1,1
2015,411400,11.5628,1,1,1,55,0,0.4179,1.0774397,7.0085053,66.47335106,8.1531191,10.306498,0.15697579,38.229835,0,1,1,0,3317,0,1,0
2016,411400,11.583851,1,1,2,56,0,0.41416329,0.97442389,7.4938741,66.52313843,8.1561718,10.371069,0.15895659,40.000275,0,1,1,0,3705,0,1,0
2017,411400,11.582909,2,2,1,53,1,0.42421761,0.86848772,7.8520503,66.66825216,8.1650629,10.402339,0.15800962,41.709369,0,1,0,0,7485,0,1,1
2018,411400,11.596028,2,2,2,54,1,0.41340396,0.77654308,8.0205994,66.59398711,8.1605139,10.465611,0.15414165,43.300616,0,1,0,0,7939,0,1,0
2019,411400,11.4933,2,2,3,55,1,0.40813437,0.61000013,8.3025141,68.43667184,8.272646,10.498136,0.15040642,44.830643,0,1,0,0,6508,0,1,1
2000,411500,10.352643,0,1,2,54,1,0.34265283,1.161778,4.3438053,63.39296469,7.9619699,8.4528809,0.024660837,0.723245,0,0,0,0,,,0,1
2001,411500,10.329473,0,1,3,55,1,0.38694629,1.1405833,4.4886365,63.3715679,7.9606261,8.6582432,0.060842287,6.907404,0,0,0,0,,0,0,1
2002,411500,10.44167,0,1,4,56,1,0.37060654,1.1090934,4.0073333,63.50346124,7.9689059,8.5888386,0.049148198,13.091563,0,0,0,0,,0,0,0
2003,411500,10.568534,2,1,1,52,1,0.39813632,1.0724833,4.4543471,63.71549609,7.9821987,9.1312971,0.14544347,19.275722,0,0,1,0,,0,0,0
2004,411500,10.57173,2,1,2,53,1,0.38939008,0.96035624,4.2626801,65.07823471,8.0671082,9.2837858,0.14524788,25.459881,0,0,0,0,,0,0,0
2005,411500,10.707192,2,1,3,54,1,0.38048345,1.4329362,4.4659081,65.47450681,8.0916319,9.5827532,0.14217632,27.440537,0,0,0,0,,0,0,1
2006,411500,10.821903,2,1,4,55,1,0.39262351,1.1548145,4.59512,65.46669699,8.0911493,9.7343607,0.14809881,29.339466,0,0,1,0,877,0,0,0
2007,411500,10.882895,2,1,1,50,1,0.40356153,1.548434,5.1119876,65.92033529,8.1191339,9.9150887,0.16388899,31.160218,0,0,0,0,837,0,0,1
2008,411500,10.851247,2,1,2,51,1,0.41352582,2.1141932,5.0304379,67.35221622,8.2068396,10.068183,0.16252957,32.580018,0,0,0,0,920,0,0,0
2009,411500,10.965634,3,1,3,52,1,0.42450064,1.839797,5.3471074,66.32998736,8.1443224,10.217901,0.16275741,34.090508,0,0,0,0,1232,0,0,0
2010,411500,11.010833,3,1,4,53,1,0.42210695,2.1499178,5.7430034,67.00102363,8.1854153,10.292104,0.15578459,34.359941,0,0,0,0,1333,0,1,0
2011,411500,11.125821,3,1,5,54,1,0.41632915,3.2955306,5.8051348,67.47374042,8.2142401,10.13618,0.16082403,36.249325,0,0,0,0,1567,0,1,1
2012,411500,11.133759,1,1,1,50,1,0.39958227,3.1178231,6.3491392,67.97025832,8.2444077,10.236279,0.17242944,38.18969,0,0,1,0,1704,0,1,0
2013,411500,11.09222,1,1,2,51,1,0.40451106,2.630475,6.4815769,68.49179696,8.2759771,10.391284,0.16953541,39.670069,0,0,0,0,1991,0,1,0
2014,411500,11.059314,1,1,3,52,1,0.41156653,2.6330674,6.50279,68.73393395,8.2905931,10.428289,0.17074715,41.0799,0,0,0,0,1888,0,1,1
2015,411500,11.002946,1,1,4,53,1,0.40180001,2.2242403,6.9488974,68.31404514,8.2652311,10.503236,0.16485246,42.770313,0,0,0,0,2079,0,1,1
2016,411500,11.005078,2,1,1,55,1,0.3954629,1.6376051,7.291656,68.24581782,8.2611027,10.514955,0.16414335,44.419269,0,0,1,0,2238,0,1,0
2017,411500,10.966595,2,1,2,56,1,0.3902773,1.610002,7.622664,68.29766774,8.2642403,10.535349,0.16645838,46.050267,0,0,0,0,4504,0,1,0
2018,411500,10.931793,2,1,3,57,1,0.37588623,1.5900071,7.8212419,68.29815533,8.2642698,10.598848,0.17381512,47.600439,0,0,0,0,4950,0,0,1
2019,411500,10.831287,2,1,4,58,1,0.36634248,1.4716896,8.0734034,69.38892999,8.3300018,10.638427,0.18040583,48.979718,0,0,0,0,5193,0,0,0
2000,411600,10.562703,2,1,1,49,1,0.37077624,2.5338893,4.5325994,63.1563094,7.9470944,8.0884848,0.074565172,6.713291,0,0,0,0,,,0,1
2001,411600,10.548553,2,1,1,51,0,0.38285723,2.651228,4.5217886,62.80445686,7.9249263,8.2123718,0.022584401,9.172424,0,1,1,0,,0,0,0
2002,411600,10.635571,2,1,2,52,0,0.39147064,2.7062418,4.5747108,62.80087484,7.9247003,8.3512239,0.038341712,11.631557,0,0,0,0,,0,0,1
2003,411600,10.769625,1,1,1,52,1,0.42234409,2.7639742,5.0238805,62.8369596,7.9269767,9.0429487,0.12218668,14.09069,0,0,1,0,,0,0,1
2004,411600,10.733076,1,1,2,53,1,0.40882629,3.3649406,4.7184987,64.55264069,8.0344658,9.2185707,0.11960179,16.549823,0,0,0,0,,0,0,0
2005,411600,10.875129,1,1,3,54,1,0.39714685,3.0776656,4.94876,64.55602807,8.0346766,9.4564133,0.1246892,18.999616,0,0,0,0,,0,0,1
2006,411600,10.98916,1,1,4,55,1,0.41047943,3.1324942,4.919981,64.52167315,8.0325384,9.6200857,0.14337334,20.920098,0,0,1,0,202,0,1,1
