year,citycode,lnCI,education,major,tenure,age,hometown,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,pressure,EI,CI_ratio,d1,d2
2007,411600,11.033006,2,1,1,44,1,0.42540243,2.2207305,5.1416636,64.78515341,8.0489225,9.8150358,0.14526553,26.019816,0,0,0,0,294,0,1,0
2008,411600,11.010124,2,1,2,44,1,0.42770985,2.8364844,5.3706379,65.99670486,8.1238356,9.9807444,0.14455251,27.64995,0,0,0,0,325,0,1,0
2009,411600,11.102945,2,1,3,44,1,0.44727135,2.0776772,5.4971681,65.36730262,8.0850048,10.141999,0.14508553,29.489516,0,0,0,0,393,0,1,1
2010,411600,11.156001,2,1,4,45,1,0.45420411,2.0677903,5.6733232,65.7329021,8.107583,10.200784,0.14468521,29.730395,0,0,0,0,524,0,1,1
2011,411600,11.257519,2,1,5,46,1,0.46451503,2.0410144,5.9889612,66.03346383,8.1260977,10.011969,0.14697833,31.500223,0,0,1,0,470,0,1,0
2012,411600,11.256501,2,2,1,53,0,0.47590354,2.2373166,6.3561077,67.78500262,8.2331648,10.128775,0.17591035,33.439689,0,0,0,0,555,0,1,1
2013,411600,11.212424,2,2,2,54,0,0.49906394,2.6385045,6.331502,68.35491455,8.2677031,10.34291,0.17198355,34.780282,0,0,0,0,643,0,1,0
2014,411600,11.236708,2,2,3,55,0,0.4719837,2.4334624,6.4876842,68.59725195,8.2823458,10.342344,0.17045112,36.190076,0,0,0,0,626,0,1,1
2015,411600,11.225032,2,2,4,56,0,0.45919999,2.4289579,6.9363427,67.91290419,8.2409286,10.413787,0.16689648,37.850202,0,0,0,0,657,0,1,0
2016,411600,11.274869,2,2,5,57,0,0.45949543,2.4057295,7.1608458,67.7863364,8.2332458,10.479383,0.16799156,39.51047,0,0,0,0,651,0,1,0
2017,411600,11.307179,2,1,1,55,1,0.45752543,3.023046,7.5202346,67.83133526,8.2359781,10.499989,0.16620518,41.220241,0,0,1,0,3063,0,1,1
2018,411600,11.337002,2,1,2,56,1,0.45126623,3.6262317,7.7621708,67.90922714,8.2407055,10.551329,0.17768708,42.819609,0,0,0,0,3481,0,1,1
2019,411600,11.282773,2,1,3,57,1,0.43308812,3.8833656,8.1031914,69.37358364,8.3290806,10.572903,0.17227307,44.360555,0,0,0,0,3437,0,1,1
2000,411700,10.462204,1,2,1,53,1,0.39131188,1.2804247,4.6051702,64.03236729,8.0020227,7.8527384,0.048131194,9.102749,0,0,1,0,,,0,0
2001,411700,10.443002,1,2,2,54,1,0.39971179,1.2351936,4.2766662,64.06034702,8.0037708,7.9437323,0.034288626,11.017006,0,0,0,0,,0,0,1
2002,411700,10.587623,1,2,3,55,1,0.39554101,1.2203674,4.4998097,63.72739491,7.982944,7.9812937,0.034883078,12.931263,0,0,0,0,,0,0,0
2003,411700,10.710296,1,2,4,56,1,0.43128097,1.1521182,4.6347289,64.0990527,8.0061884,8.7339678,0.14208734,14.84552,0,0,0,0,,0,0,1
2004,411700,10.688643,3,2,1,45,1,0.39050734,0.99727094,5.0562458,65.81056973,8.1123714,8.8159561,0.14075968,16.759777,0,0,1,0,,0,0,0
2005,411700,10.868124,3,2,2,46,1,0.38512617,1.1228963,5.2470241,65.69579407,8.1052942,9.137908,0.14414145,18.669288,0,0,0,0,,0,0,0
2006,411700,11.007308,3,2,3,47,1,0.39515802,1.3081331,5.0562458,65.64752294,8.1023159,9.2712603,0.14860995,20.630199,0,0,0,0,734,0,0,0
2007,411700,11.073116,3,2,4,48,1,0.40825364,1.2568719,5.2626901,65.91175689,8.1186056,9.4648695,0.1640128,25.899459,0,0,0,0,780,0,1,1
2008,411700,11.066007,1,1,1,56,1,0.42252195,1.2205131,5.5947113,67.18389091,8.196578,9.707654,0.15648741,27.679675,0,0,1,0,771,0,0,0
2009,411700,11.142723,1,1,2,57,1,0.42691776,1.0591191,5.8021183,66.9263689,8.1808538,9.8768148,0.16291085,29.490042,0,0,0,0,958,0,1,1
2010,411700,11.187263,1,1,3,58,1,0.41878623,1.4580839,5.8081427,67.4608299,8.2134542,9.939889,0.16317424,29.749516,0,0,0,0,1039,0,1,1
2011,411700,11.265619,1,1,1,54,1,0.42592502,1.3886931,6.0014148,68.33195541,8.2663145,9.8240309,0.16292563,31.539352,0,0,1,0,1133,0,1,1
2012,411700,11.289795,1,1,2,55,1,0.42824432,1.245146,6.2285109,68.33145117,8.266284,9.9353886,0.17375536,33.439532,0,0,0,0,1456,0,1,1
2013,411700,11.266219,2,1,1,56,1,0.43772295,1.5989054,6.5889263,68.66116679,8.2862034,10.134933,0.17589486,34.8905,0,0,1,0,1573,0,1,0
2014,411700,11.290937,2,1,1,57,1,0.41323194,1.4493808,6.6644092,68.74830893,8.29146,10.158565,0.1816587,37.469227,0,0,1,0,1707,0,1,1
2015,411700,11.275415,2,1,2,58,1,0.40079999,1.5918716,7.1538339,68.34458527,8.2670784,10.249519,0.17380954,39.200458,0,0,0,0,1774,0,1,1
2016,411700,11.306854,2,1,3,59,1,0.39226621,1.6103219,7.3440728,68.34676118,8.26721,10.322872,0.17265497,40.899992,0,0,0,0,1628,0,1,1
2017,411700,11.325315,2,1,4,60,1,0.40065932,0.97034842,7.7613192,68.5444042,8.2791548,10.357149,0.17953011,42.570268,0,0,1,0,4503,0,1,1
2018,411700,11.355873,2,1,1,54,1,0.39052463,1.4603232,8.0255165,68.54590439,8.2792454,10.431718,0.18406171,44.100352,0,0,0,0,5061,0,1,0
2019,411700,11.324718,2,1,2,55,1,0.4002063,1.831678,8.0417347,69.57205246,8.3409863,10.471325,0.18586667,44.629425,0,0,0,0,5076,0,1,0
2000,420100,10.544579,2,1,2,55,1,0.41813987,14.534063,7.2470808,88.81371358,9.4241028,10.522887,0.3695201,58.393724,0,0,0,0,,,0,0
2001,420100,10.476482,2,1,3,56,1,0.436124,13.362551,7.3677087,89.21410768,9.445322,10.505506,0.38080958,59.388837,0,0,0,0,,0,0,1
2002,420100,10.586788,2,1,4,57,1,0.4329609,12.423281,7.6088705,88.64940691,9.4153814,10.508994,0.39434353,60.38395,0,0,1,0,,0,0,0
2003,420100,10.747751,2,1,1,48,0,0.43267086,15.995422,7.7052627,88.06448214,9.3842678,10.51774,0.31513435,61.379063,0,0,0,0,,0,0,1
2004,420100,10.835745,2,1,2,49,0,0.43872195,18.876984,7.9370174,88.20110434,9.3915443,10.62497,0.31445423,62.374176,0,0,0,0,,0,0,0
2005,420100,10.911305,2,1,1,51,0,0.45336911,21.955458,8.0548401,88.71832771,9.4190407,10.737303,0.31330889,63.058275,0,0,1,0,,0,0,0
2006,420100,10.990157,2,1,2,52,0,0.44455144,23.444796,8.3927631,88.82131711,9.4245062,10.827199,0.34035498,63.4,0,0,0,0,2901,0,1,1
2007,420100,11.046007,2,1,3,53,0,0.43901658,22.844076,8.6709442,89.20600189,9.4448929,10.950336,0.32966566,63.800224,0,0,0,0,3439,0,1,1
2008,420100,10.986892,1,2,1,58,0,0.44010264,23.596287,8.9036789,91.0524186,9.5421391,11.071815,0.3143656,64.500557,0,0,1,0,3406,0,0,0
2009,420100,11.045569,1,2,2,59,0,0.42706081,16.501362,9.2205877,91.49031159,9.5650568,11.23056,0.32559893,65,0,0,0,0,3734,0,1,1
2010,420100,11.116161,1,2,3,60,0,0.43303195,21.93553,9.3606548,91.53213097,9.5672426,11.31703,0.31625926,77.068899,0,0,0,0,4480,0,1,1
2011,420100,11.115641,3,1,1,54,1,0.45445091,21.876345,9.4812069,93.09836498,9.6487494,11.32478,0.32957575,66.0998,0,0,1,0,4596,0,1,0
2012,420100,11.081264,3,1,2,55,1,0.45197561,16.500763,9.7954569,94.29365682,9.7104921,11.384357,0.32745111,67.5,0,0,0,0,4594,0,1,1
2013,420100,11.030231,3,1,3,56,1,0.45025858,15.160634,9.8292484,94.78061642,9.7355337,11.465465,0.35127962,67.599804,1,0,0,0,4887,0,1,1
2014,420100,11.01069,3,1,4,57,1,0.42117989,16.130079,10.08485,95.51081557,9.7729635,11.527118,0.33693746,70.599729,1,0,0,0,4740,0,1,0
2015,420100,10.990093,3,1,5,58,1,0.41343158,17.268787,10.327709,94.80902879,9.7369928,11.540956,0.32540065,71.699803,1,0,0,0,5098,0,1,1
2016,420100,11.021597,3,1,6,59,1,0.39711416,14.306026,10.575539,94.9757487,9.7455502,11.380484,0.34075972,79.770021,1,0,1,0,5548,0,1,0
2017,420100,10.99382,2,1,1,58,0,0.38602272,14.271028,10.79004,95.49096576,9.7719479,11.40766,0.3474071,80.04021,1,0,0,0,6204,0,1,1
2018,420100,10.961023,2,2,1,55,0,0.37373734,14.950003,10.934017,95.87808606,9.7917356,11.431449,0.34598413,80.289685,1,0,1,0,6543,0,0,0
2019,420100,10.970419,2,2,2,56,0,0.36915502,15.185927,11.215758,95.61271415,9.7781754,11.453549,0.35337198,80.489654,1,0,0,0,7156,0,1,1
2000,420200,10.742039,2,1,2,51,1,0.51000494,12.95064,4.9126549,76.75895837,8.761219,8.1727266,0.11601739,51.478252,0,1,0,0,,,0,0
2001,420200,10.655784,2,1,3,52,1,0.51498705,13.553022,4.8121843,77.25164331,8.7892914,8.2240095,0.13287807,51.65071,0,1,0,0,,0,0,1
2002,420200,10.701563,2,1,4,53,1,0.50498891,14.262837,4.8362818,77.55524012,8.8065453,8.261898,0.1285305,51.823168,0,1,0,0,,0,0,0
2003,420200,10.850065,3,1,1,49,0,0.50598562,15.217777,4.8520303,77.52940739,8.8050785,8.4022112,0.17261194,51.995626,0,1,1,0,,0,0,1
2004,420200,10.919593,3,1,2,50,0,0.50116587,16.00843,4.89784,77.68264738,8.813776,8.5276928,0.17426784,52.168084,0,1,0,0,,0,0,0
2005,420200,11.059653,3,1,3,51,0,0.53645754,17.753506,5.2470241,77.34286792,8.7944794,8.596076,0.18269755,49.608386,0,1,0,0,,0,1,0
2006,420200,11.118876,3,1,4,52,0,0.55216938,20.950809,5.5254531,77.70312489,8.8149376,8.7231693,0.19166169,49.749872,0,1,0,0,4435,0,1,0
2007,420200,11.144559,3,1,5,53,0,0.5538978,19.896355,5.4116459,77.62385476,8.8104401,8.8375149,0.19785786,50.409178,0,1,0,0,4816,0,1,1
2008,420200,11.12557,3,1,6,54,0,0.5607177,18.139767,6.1377273,78.69061894,8.8707733,8.9925394,0.20140713,50.400495,0,1,1,0,4155,0,1,0
2009,420200,11.240856,3,2,1,53,0,0.54955477,13.696179,6.403574,78.05963521,8.8351364,9.2745485,0.2365281,50.550266,0,1,0,0,4379,0,1,0
2010,420200,11.277049,3,2,2,54,0,0.5722338,14.467892,6.605298,78.70630502,8.8716574,9.4521713,0.2427032,56.798255,0,1,0,0,5303,0,1,0
2011,420200,11.205039,3,2,3,55,0,0.62374187,15.034216,6.9382844,81.34107129,9.0189285,9.5368118,0.23742683,58.950136,0,0,0,0,4997,0,1,0
2012,420200,11.216803,3,2,4,56,0,0.61963588,12.506753,7.3165483,81.31429088,9.0174437,9.6521587,0.22278184,60.081934,0,0,1,0,4772,0,1,0
2013,420200,11.189884,1,1,1,50,1,0.61224312,15.229304,7.3864708,81.24655514,9.0136871,9.8079052,0.21228099,60.298569,0,0,0,0,5179,0,1,0
2014,420200,11.234193,1,1,2,51,1,0.59369254,14.338393,7.3408356,80.65065189,8.9805708,9.9136753,0.2121318,60.881104,0,0,0,0,5308,0,1,0
2015,420200,11.216194,1,1,3,52,1,0.55360311,16.039049,7.7557673,79.67542724,8.9261093,10.028443,0.23703276,61.301871,0,0,0,0,5643,0,1,1
2016,420200,11.266732,1,1,4,53,1,0.55261767,12.905833,7.9330797,79.39786922,8.9105482,9.937542,0.22427265,61.898195,0,0,0,0,6004,0,1,0
2017,420200,11.242029,1,1,1,53,0,0.57014328,14.897746,8.4169312,80.23968522,8.9576607,9.9941864,0.21307498,62.890103,0,0,1,0,9077,0,1,1
2018,420200,11.272185,2,1,0,50,1,0.58559972,16.366777,8.5105715,80.02052645,8.9454193,10.02434,0.21426803,63.289756,0,0,1,0,10051,0,1,0
2019,420200,11.268489,2,1,1,51,1,0.50949973,15.991792,8.5006571,80.50698549,8.9725685,10.0642,0.21024434,64.000485,0,0,0,0,10747,0,1,1
2000,420300,10.503351,3,1,1,46,0,0.48251167,1.5868847,4.3694477,74.40284885,8.6257086,8.0890265,0.10405564,38.783929,0,0,0,0,,,0,0
2001,420300,10.475888,3,1,2,47,0,0.49152043,1.7546241,4.5325994,74.49891158,8.6312752,8.1471395,0.090788901,38.767752,0,0,0,0,,0,0,1
2002,420300,10.587911,2,1,1,50,1,0.51449525,1.9024187,5.1357985,74.53681287,8.6334705,8.2235851,0.082516581,38.751575,0,0,1,0,,0,0,1
2003,420300,10.715345,2,1,2,51,1,0.47720873,2.0418711,5.4205351,74.59968124,8.6371107,8.4333458,0.20642625,38.735398,0,0,0,0,,0,0,1
2004,420300,10.770996,2,1,3,52,1,0.51051551,3.1469066,5.3033047,75.0152872,8.6611366,8.5609694,0.21125843,38.719221,0,0,0,0,,0,0,0
2005,420300,10.917445,2,1,4,53,1,0.47193685,2.9719434,5.4293456,74.90070085,8.6545191,8.8042145,0.23287371,38.667485,0,0,0,0,,0,0,1
2006,420300,11.018882,2,1,5,54,1,0.45710483,1.1691689,5.4764633,74.96127742,8.6580181,8.8360739,0.23917682,38.999073,0,0,0,0,2615,0,0,0
2007,420300,10.988932,2,1,6,55,1,0.45559281,1.576609,5.5451775,75.6115933,8.6954927,8.8788204,0.24038011,39.200743,0,0,0,0,1486,0,0,1
2008,420300,10.977832,2,1,1,53,1,0.45799819,2.0635903,6.0637851,76.68551662,8.7570267,9.0464773,0.24788576,40,0,0,1,0,1848,0,0,1
2009,420300,11.076424,2,1,2,54,1,0.46239293,2.5941608,6.4488893,76.41488697,8.7415609,9.3207092,0.2923649,40.999691,0,0,0,0,1796,0,1,1
2010,420300,11.069906,2,1,3,55,1,0.54569888,2.1605258,6.2304816,78.73712108,8.873394,9.487627,0.37998417,46.324234,0,0,0,0,2096,0,1,1
2011,420300,11.127305,2,1,4,56,1,0.5308429,2.1159179,6.5778613,79.35163199,8.9079533,9.6693344,0.30492836,48.400585,0,0,0,0,2008,0,1,0
2012,420300,11.15587,2,2,1,49,1,0.51298553,2.9092669,7.0121155,80.13474651,8.9518013,9.8854628,0.30260426,50.101287,0,0,1,0,1952,0,1,0
2013,420300,11.116782,2,2,2,50,1,0.5062142,2.8541048,7.1647205,80.52485266,8.9735641,10.038744,0.29660434,50.49896,0,0,0,0,1851,0,1,0
2014,420300,11.102899,2,2,3,51,1,0.50809449,2.8824759,7.3388882,80.77514187,8.9874992,10.145249,0.29822397,51.500148,0,0,0,0,2065,0,1,1
2015,420300,11.005568,2,2,4,52,1,0.48927021,3.2956474,7.6824822,80.95688494,8.9976044,10.244169,0.30047855,52.899793,0,0,0,0,2022,0,1,1
2016,420300,11.01446,2,2,5,53,1,0.47691986,2.519192,7.9741888,81.04341822,9.0024118,10.171496,0.29559448,54.100909,0,0,1,0,2338,0,0,0
2017,420300,10.958755,2,1,1,54,1,0.4799059,2.36414,8.1889668,81.77649105,9.0430355,10.228751,0.28916812,55.099473,0,0,0,0,4476,0,0,1
2018,420300,10.876419,2,1,2,55,1,0.4452464,2.1595235,8.3366299,82.8961539,9.1047325,10.269872,0.29250839,55.910159,0,0,0,0,4447,0,0,1
2019,420300,10.847335,2,1,3,56,1,0.43929717,2.0796793,8.5369959,83.09408679,9.1155958,10.313754,0.29232267,56.500883,0,0,0,0,4636,0,0,1
2000,420500,10.546208,3,1,2,47,0,0.5442006,4.0590291,5.2149358,83.93247026,9.1614666,10.037969,0.12391955,38.352065,0,0,0,0,,,0,0
2001,420500,10.50588,3,1,3,48,0,0.54590744,4.3736787,5.4249501,83.75118771,9.1515675,10.02946,0.16128165,38.881648,0,0,0,0,,0,0,0
2002,420500,10.5938,1,1,0,54,0,0.55487961,4.66892,5.529429,83.68066594,9.1477137,10.01059,0.1748032,39.411231,0,0,1,0,,0,0,1
2003,420500,10.717746,0,2,1,52,1,0.54624277,4.8931928,5.7300997,83.88959458,9.1591263,9.8620462,0.26103026,39.940814,0,0,1,0,,0,0,1
2004,420500,10.778655,0,2,2,53,1,0.56210905,5.9715004,5.7807436,84.17081171,9.1744652,9.7823372,0.24365523,40.470397,0,0,0,0,,0,0,1
2005,420500,10.990929,0,2,3,54,1,0.50981814,5.835453,5.8377304,82.51892882,9.083993,9.7466545,0.24643463,41.000247,0,1,0,0,,0,1,0
2006,420500,11.071441,0,2,4,55,1,0.51042581,6.394412,6.2595816,82.78742808,9.0987597,9.7211847,0.2583186,42.641229,0,1,0,0,1777,0,1,1
2007,420500,11.055426,0,2,5,56,1,0.52795714,7.6094551,6.4002576,83.22088384,9.1225481,9.7691507,0.26198283,44.33995,0,0,0,0,2103,0,1,1
2008,420500,11.011404,1,2,1,52,1,0.53709477,9.1296663,6.8178306,84.8500484,9.2114086,9.9262705,0.26655,46.110423,0,0,1,0,2032,0,1,1
2009,420500,11.02154,1,2,2,53,1,0.53912902,5.5533962,7.101676,86.19390377,9.2840672,10.145604,0.29687431,47.949574,0,0,0,0,2104,0,1,0
2010,420500,11.050995,1,2,3,54,1,0.57526565,7.570231,7.2427979,87.23743812,9.3400984,10.234429,0.30312091,49.860827,0,0,0,0,2518,0,1,0
2011,420500,10.939828,1,2,4,55,1,0.60505724,6.7362576,7.6966672,90.52938859,9.5146933,10.311329,0.29161754,51.901192,0,0,0,0,2238,0,1,1
2012,420500,10.923432,3,1,1,50,1,0.60309941,5.485435,8.0851784,91.28671414,9.5544081,10.501316,0.30053717,53.589512,0,0,1,0,2089,0,0,0
2013,420500,10.887292,3,1,2,51,1,0.60103899,5.0839481,8.0179663,91.37422673,9.5589867,10.654675,0.31164905,54.74953,0,0,0,0,2081,0,1,1
2014,420500,10.895214,3,1,3,52,1,0.5930509,5.2681799,8.3165445,91.59224991,9.570384,10.760004,0.33357283,55.950786,0,0,0,0,1926,0,0,0
2015,420500,10.826006,3,1,4,53,1,0.58686185,5.9212661,8.5870924,91.55120139,9.5682392,10.857344,0.33778271,57.149453,0,0,0,0,2036,0,0,1
2016,420500,10.848892,3,1,5,54,1,0.57226586,5.000102,9.0045452,91.87648462,9.5852222,10.806718,0.32322884,58.460048,0,0,1,0,1967,0,0,0
2017,420500,10.828493,2,2,1,54,1,0.53862804,4.6102791,9.1267414,92.27138788,9.6057997,10.571205,0.30421171,59.860722,0,0,0,0,5071,0,0,1
2018,420500,10.845327,2,2,2,55,1,0.5246495,5.1850834,9.2240458,91.87019683,9.5848942,10.343537,0.29200205,60.859789,0,0,0,0,5431,0,0,0
2019,420500,10.825,2,2,3,56,1,0.46048662,5.5722628,9.1535587,92.20809651,9.6025047,10.379871,0.30792376,61.760797,0,0,0,0,5519,0,0,1
2000,420600,10.282228,1,1,5,56,1,0.47446078,0.8595528,5.0106354,82.9442466,9.1073732,9.2112217,0.10103459,40.033671,0,0,0,0,,,0,0
2001,420600,10.238619,1,1,6,57,1,0.47898713,1.1612262,4.8903489,82.82057818,9.1005812,9.2160215,0.082789734,38.923291,0,0,0,0,,0,0,1
2002,420600,10.400996,1,1,7,58,1,0.455302,1.564128,5.3375382,81.55352082,9.0306988,9.2326174,0.087042868,37.812911,0,0,1,0,,0,0,0
2003,420600,10.538084,3,1,1,46,1,0.46512091,1.8821881,5.6058021,81.5541927,9.030736,9.2397728,0.20950447,36.702531,0,0,0,0,,0,0,1
2004,420600,10.617408,3,1,2,47,1,0.46425754,3.450767,5.7557421,81.52133136,9.0289164,9.3321066,0.20079553,35.592151,0,0,1,0,,0,0,1
2005,420600,10.825824,2,1,1,52,0,0.4218944,3.8698039,6.09131,79.93348258,8.9405527,9.3992167,0.23370491,34.271571,0,0,0,0,,0,1,1
2006,420600,10.873377,2,1,2,53,0,0.43054944,3.6074469,6.2709885,80.84281753,8.9912634,9.532855,0.22554189,34.216336,0,0,0,0,811,0,1,1
2007,420600,10.870984,2,1,3,54,0,0.43592843,3.7473915,6.7522702,81.10792433,9.0059938,9.68365,0.23035726,33.22212,0,0,0,0,857,0,1,1
2008,420600,10.810162,3,1,1,49,1,0.44981346,3.5767007,7.0749631,82.98463908,9.1095905,9.888402,0.23576736,48.756667,0,0,1,0,943,0,0,0
2009,420600,10.853374,3,1,2,50,1,0.47903016,2.465636,7.3588309,83.59194932,9.1428633,10.178994,0.26880953,49.811792,0,0,0,0,1041,0,1,0
2010,420600,10.828196,3,1,3,51,1,0.5189141,3.0723417,7.4972072,85.31301723,9.2365046,10.40267,0.2720032,50.04,0,0,1,0,1125,0,1,1
2011,420600,10.714958,2,1,0,46,1,0.57076192,2.9643092,7.6971211,88.55409239,9.4103184,10.560896,0.27956715,51.990158,0,0,1,0,1054,0,0,0
2012,420600,10.695873,2,1,1,47,1,0.5707925,3.1603105,8.0995541,89.33600717,9.4517727,10.786464,0.29226103,53.680418,0,0,0,0,1126,0,0,0
2013,420600,10.681143,3,1,1,51,0,0.57263631,3.5093977,8.0633774,89.48223674,9.4595051,10.944003,0.29330108,54.820247,0,0,1,0,1310,0,0,1
2014,420600,10.717957,3,1,2,52,0,0.57671779,3.8445599,8.299037,89.04984609,9.4366226,11.017507,0.30237961,56.010714,0,0,0,0,1391,0,0,0
2015,420600,10.643138,3,1,3,53,0,0.56854874,4.6329098,8.6618128,89.02671843,9.4353971,11.116831,0.32707122,57.299608,0,0,0,0,1407,0,0,1
2016,420600,10.654151,1,1,0,53,1,0.55400312,3.6351321,8.8622007,89.06941306,9.4376593,11.072537,0.33224449,58.499734,0,0,1,0,1546,0,0,1
2017,420600,10.620776,1,2,1,53,1,0.52837706,3.6007624,8.8525219,89.63391223,9.4675188,11.145055,0.31958431,59.699328,0,0,1,0,2726,0,0,0
2018,420600,10.629968,1,2,2,54,1,0.51468748,4.5394135,8.8540936,89.30748967,9.450264,11.178802,0.31173691,60.800847,0,0,0,0,3077,0,0,1
2019,420600,10.588137,1,2,3,55,1,0.48396471,4.7833424,9.0194216,90.04078319,9.4889822,11.216989,0.31032223,61.700704,0,0,0,0,3181,0,0,1
2000,420700,10.479507,1,1,2,60,1,0.52024722,7.7908759,3.713572,88.31745132,9.3977365,8.1763086,0.31878626,47.359189,0,0,0,0,,,0,0
2001,420700,10.414173,1,1,1,54,1,0.51997238,7.1383142,3.4965076,88.42628995,9.4035254,8.1844521,0.29831186,48.319449,0,0,1,0,,0,0,0
2002,420700,10.506547,1,1,2,55,1,0.51374167,6.605042,3.2958369,88.2663557,9.3950176,8.1926308,0.25956795,49.279709,0,0,0,0,,0,0,1
2003,420700,10.628622,1,1,3,56,1,0.51869529,5.9299726,3.4339871,88.52819332,9.4089422,8.2419386,0.26626238,50.239969,0,0,0,0,,0,0,1
2004,420700,10.693906,2,1,1,49,0,0.52212512,6.911274,3.6888795,88.53533674,9.4093218,8.2960539,0.25559446,51.200229,0,0,1,0,,0,0,1
2005,420700,10.891752,2,1,2,50,0,0.47356603,6.9741859,4.4773369,87.2115717,9.3387136,8.4011545,0.2755993,52.200246,0,0,0,0,,0,1,0
2006,420700,10.963459,2,1,1,55,1,0.50258422,6.6540718,4.5747108,87.07112734,9.3311911,8.5450211,0.28142971,54.975705,0,0,1,0,3615,0,1,1
2007,420700,10.946947,2,1,1,55,1,0.51890856,5.5837808,4.7095304,88.25028344,9.3941622,8.7749996,0.29293755,56.236663,0,0,1,0,3727,0,1,0
2008,420700,10.881436,2,1,2,56,1,0.54890841,4.4355617,5.09375,90.36321088,9.5059566,8.9849691,0.29697552,56.185866,0,0,0,0,3361,0,1,0
2009,420700,10.924867,2,1,1,44,1,0.53328252,3.566478,5.4380794,91.06395732,9.5427437,9.2291431,0.32878143,57.039327,0,0,1,0,3508,0,1,1
2010,420700,10.997658,2,1,2,45,1,0.58526653,3.3368998,4.8040209,91.94564159,9.588829,9.3896446,0.3247999,57.903764,0,0,0,0,4634,0,1,1
2011,420700,11.024128,2,1,0,49,1,0.59041739,4.3799143,5.0172796,93.08594167,9.6481056,9.3616314,0.32817352,60.38059,0,0,1,0,4605,0,1,0
2012,420700,11.019639,2,1,1,50,1,0.60034978,4.7582889,5.6801724,93.44968643,9.6669378,9.5370502,0.31340188,62.088277,0,0,0,0,4276,0,1,1
2013,420700,10.966814,1,2,1,52,1,0.59447807,4.7376742,6.0544395,93.73619593,9.6817455,9.6765385,0.30980322,62.8193,0,0,1,0,4450,0,1,0
2014,420700,11.011255,1,2,2,53,1,0.59301817,4.6215096,6.4118185,93.51316258,9.6702204,9.7836313,0.30110171,63.581413,0,0,0,0,4872,0,1,1
2015,420700,10.966354,1,2,3,54,1,0.578677,4.8478951,6.7487597,93.19023794,9.6535091,9.8721886,0.28909352,64.303917,0,0,0,0,4859,0,1,0
2016,420700,11.013083,1,2,4,55,1,0.54470932,4.218091,7.072422,93.26231918,9.6572418,9.8541813,0.3100723,64.904071,0,0,0,0,5119,0,1,1
2017,420700,10.98466,1,2,5,56,1,0.52701122,4.0165801,7.2834482,94.19861119,9.7055969,9.9137011,0.32647589,65.409973,0,0,0,0,4550,0,1,0
2018,420700,10.975268,2,1,0,53,0,0.52093905,3.8991053,6.9196839,94.58229258,9.7253428,9.9374456,0.31831402,65.90888,0,0,1,0,4862,0,1,1
2019,420700,10.940215,2,1,1,54,0,0.48268783,3.6900151,7.3714895,95.54010152,9.7744617,9.9774523,0.30263728,66.301784,0,0,0,0,5141,0,1,0
2000,420800,10.006898,1,1,1,52,0,0.42296934,3.5041304,4.3438053,85.38619711,9.2404652,8.865736,0.10503053,26.327649,0,0,0,0,,,0,0
2001,420800,9.9545698,1,1,2,53,0,0.43547672,3.2378864,4.2766662,85.50007204,9.2466249,8.7735958,0.098922044,28.326331,0,0,0,0,,0,0,1
2002,420800,10.035054,1,1,3,54,0,0.44026384,3.0044925,4.7095304,85.35517969,9.2387867,8.7800293,0.10073309,30.325013,0,0,1,0,,0,0,0
2003,420800,10.156765,1,1,1,56,1,0.45494586,2.7075946,4.9126549,85.71970004,9.2584934,8.8296661,0.21717159,32.323695,0,0,0,0,,0,0,0
2004,420800,10.196666,0,1,2,57,1,0.45828173,2.5776484,4.8202815,86.56838885,9.3042135,8.9145994,0.22152753,34.322377,0,0,0,0,,0,0,0
2005,420800,10.634544,0,1,3,58,1,0.3625631,2.9189346,4.7535901,81.40698775,9.0225821,8.9993334,0.23722029,36.309148,0,0,0,0,,1,0,1
2006,420800,10.729913,2,1,1,49,1,0.3658987,3.4413953,5.3471074,81.34729988,9.0192738,9.0964108,0.22921859,38.601128,0,0,1,0,1200,0,0,0
2007,420800,10.689364,2,1,2,50,1,0.38088039,3.8046296,5.4764633,82.31152278,9.0725698,9.1580477,0.28621593,40.686862,0,0,0,0,1443,0,0,0
2008,420800,10.65214,2,1,3,51,1,0.39760935,4.2885027,5.3890719,83.73118358,9.1504745,9.3424406,0.23955892,42.769772,0,0,0,0,1530,0,0,1
2009,420800,10.7321,2,1,4,52,1,0.44199529,2.6015794,5.5909872,83.75720955,9.1518965,9.6163826,0.29037169,44.114655,0,0,0,0,1336,0,1,1
2010,420800,10.759045,2,1,5,53,1,0.48369333,3.5182216,5.9661469,84.73462267,9.2051411,9.8181143,0.28256214,45.498834,0,0,1,0,1271,0,0,0
2011,420800,10.733882,2,1,1,52,0,0.52451223,3.5827138,6.0935698,86.68885889,9.3106852,9.9481697,0.28640366,48.178756,0,0,0,0,1639,0,0,1
2012,420800,10.722954,2,1,2,53,0,0.54139102,3.712074,6.6424866,87.14519916,9.3351593,10.129451,0.27730632,50.010398,0,0,0,0,1676,0,0,1
2013,420800,10.68574,2,1,1,53,1,0.54209596,3.9390736,6.818924,87.29281501,9.3430624,10.274315,0.2733475,51.191466,0,0,1,0,1640,0,0,0
